50
-10,-76,-17,71,-42,68,-97,80,79,3,10,54,80,79,-79,7,-94,-53,9,-29,16,36,-44,-22,-94,66,45,-87,-56,-23,-68,-2,48,31,91,47,-98,91,-47,27,-87,28,47,-38,-27,95,68,23,-39,-76
76,88,-26,-42,14,-61,-62,58,8,51,-57,98,34,-96,7,62,32,76,29,-71,71,25,70,90,-60,-39,-36,37,-6,79,37,6,-27,48,-45,64,-74,32,97,-73,-8,98,-19,-85,30,7,-23,70,8,21
69,-66,-80,92,18,-16,-39,77,15,64,-91,24,-67,48,86,0,-31,-34,73,73,-17,-91,80,-77,9,-17,16,-83,-35,3,-98,-40,89,-87,1,-53,-78,82,-100,35,-53,-62,-63,-73,-73,50,-94,-78,45,40
-59,1,-18,-59,-52,-36,87,90,-36,-84,37,39,-68,-75,-57,56,-35,-71,-98,56,9,12,60,-14,5,-50,-77,-74,68,-56,56,-17,85,-28,-66,74,-69,-9,11,-16,44,14,-76,-16,97,-47,-94,60,-43,3
-94,-43,47,50,87,25,13,46,77,50,-57,-82,53,4,8,100,-22,-51,-66,-94,73,67,60,28,-98,-34,84,-62,73,-28,12,53,-76,71,8,-74,-83,-87,71,53,-20,24,92,23,19,-74,36,61,-51,1
-70,-32,-74,-96,-84,35,95,-20,-22,-11,28,86,-54,-3,-66,20,84,-38,41,14,-53,-32,73,11,29,-18,-45,55,71,26,-98,-66,-96,-11,-37,-99,2,62,2,1,35,-11,12,-56,-9,38,0,-2,-9,-8
-60,61,67,-4,29,-45,-100,43,78,86,16,54,31,-41,-72,95,72,-92,2,42,45,38,-91,-68,-8,-54,-35,-97,33,16,-55,-40,57,15,89,-18,-81,43,41,-35,-47,-50,9,94,-16,-50,41,-97,23,13
-58,-67,-20,14,-39,-79,-51,-99,-70,35,94,-95,-1,-61,-79,-45,40,72,-98,21,54,-64,-56,-5,-51,-66,-36,-50,49,69,70,35,-69,-99,42,-33,-78,49,45,87,92,80,54,-38,72,-12,16,-4,-15,92
25,50,-96,25,-33,5,-2,-54,-14,-23,-45,10,51,54,25,4,56,-69,-80,39,56,-12,53,-38,-32,-94,49,82,12,-99,0,-79,-74,-19,-27,62,54,-89,36,24,18,-39,-68,-5,69,-9,78,7,-28,8
-70,29,92,-24,-30,91,55,43,-93,-10,-20,6,-61,91,-39,-86,-21,19,-34,-50,-85,-50,-88,-31,38,-77,-45,21,43,-95,16,-68,-34,-92,34,92,78,54,-96,44,-71,20,98,49,86,-61,64,-35,-8,-18
33,-30,40,-6,-77,53,-44,-59,-99,42,78,16,-20,35,18,5,-10,55,-21,-70,-68,17,-83,-43,18,-62,-42,-49,32,-23,88,-97,-32,1,72,49,-78,-3,-12,13,-95,7,91,-11,40,-24,46,-36,-52,-22
59,-13,-64,-35,-69,11,-14,5,44,-75,-92,-49,25,76,75,79,-1,-96,88,-58,-98,7,-47,-84,74,1,74,98,-25,-20,93,72,35,-27,-90,16,8,16,-42,-87,87,85,-1,-48,-14,-42,-96,90,-34,10
15,35,22,23,75,-17,-14,42,-62,79,62,-45,-27,-26,43,28,19,73,58,-54,0,55,45,-73,30,20,9,-72,2,-63,-84,38,-53,-58,-33,-35,-7,-16,-98,53,45,-81,47,-31,-40,-57,-16,-61,18,-50
94,18,-35,89,32,94,-61,-28,11,66,-63,27,-15,44,-93,-99,-38,30,-63,29,-43,-20,29,56,12,-45,94,-46,-97,-2,21,23,86,72,-93,14,-75,45,-13,-64,-43,-31,-29,-26,44,-69,-36,-38,-5,30
4,-4,49,29,-36,-73,64,-68,-19,24,-31,69,-98,28,-47,54,35,-63,-13,99,-20,-83,65,4,45,44,-71,40,-68,-12,22,85,87,36,28,-86,100,-26,-57,49,-31,-93,-33,-78,12,49,93,25,88,-13
-84,23,-58,58,7,-49,-14,6,23,-40,-27,4,-43,61,47,63,-60,-26,93,30,-9,13,-2,-93,30,34,31,-64,-97,42,72,99,30,-75,2,18,37,83,-23,73,-9,0,-68,42,30,42,19,-65,-58,32
